chunk_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,major_trans_timestamp,first_sent_to_second_state
94,0,95,2024-04-27 20:49:12.189467,0,"

To see somebody going after something, doing, like, what they love, it's easy to show love. And that's one thing about Brooklyn, you know what I'm saying? It's a reflection of who we are.

We're all trying to put together the ",00:24:45.000076,00:25:00.000203,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
95,0,96,2024-04-27 20:49:12.216623,0," pieces.

The wheels are turning.

This is a move you have to make.

It's going to be a chess match.

They're not just going to sit back, and not add art.

He is such a big part of what they want to do.

Plus, you never know what ",00:25:00.000204,00:25:15.000139,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
96,0,97,2024-04-27 20:49:12.242623,0," guests will join us.

Get ready for a Yankees baseball on YES, led by Aaron Judge, Gerrit Cole, the new superstar slugger, Juan Soto. The Bronx Bombers kick off spring training in Tampa, ",00:25:15.000140,00:25:30.000379,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,00:25:18.000000,2
97,0,98,2024-04-27 20:49:12.263624,0," and YES has every home game from Steinbrenner Field. That's 18 Spring Flings, starting Sunday, February 25th. She's saying to her, can you believe it? They're all on YES. On the YES app, too? Yes, ",00:25:30.000380,00:25:45.000312,SPORTS_BROADCASTING,0,0,,
98,0,99,2024-04-27 20:49:12.282627,0," on the YES app, too.

The Simmons effect, we mentioned it, the two games since he's been back, highest scoring regulation games this season for Brooklyn, 20-plus three-pointers made in both games, and the two highest ",00:25:45.000313,00:26:00.000340,SPORTS_BROADCASTING,0,0,,
99,0,100,2024-04-27 20:49:12.300629,0," assist games this season. There is a legitimate cause and effect.

And one, the size, the rebounding factor, the get-and-go. But I also think the way the ball was moving not just in the full court, in the half court is something that the Nets could steal, and should ",00:26:00.000341,00:26:15.000306,SPORTS_BROADCASTING,0,0,,
100,0,101,2024-04-27 20:49:12.318965,0," still try to simulate, whether Simmons is on the floor, and off the floor.

Take away, Thomas, five Golden State turnovers. Johnson cut off there by Moody, open net for Walker...pop.

Tick-tick. ",00:26:15.000307,00:26:30.000083,SPORTS_BROADCASTING,0,0,,
101,0,102,2024-04-27 20:49:12.335965,0," Three-point shots going down, and that changes the dynamic of how the Nets play offensively. But where did that begin? On the defensive side, and in that bid by Thomas they got them some early offense.

Curry, tight defense from Smith, who really ",00:26:30.000084,00:26:45.000070,SPORTS_BROADCASTING,0,0,,
102,0,103,2024-04-27 20:49:12.352963,0," loves the challenge. Help from Johnson. There's Kuminga one-on-one, he got bumped by O'Neale. The floater doesn't go, but a foul called, and Jonathan Kuminga is going to shoot a pair.

4:42 to go ",00:26:45.000071,00:27:00.000081,SPORTS_BROADCASTING,0,0,,
103,0,104,2024-04-27 20:49:12.368965,0," in this opening quarter, Nets in front by 5. Kuminga, High School at The Patrick School, and Our Savior Lutheran. So a local connection for Jonathan Kuminga, ",00:27:00.000082,00:27:15.000272,SPORTS_BROADCASTING,0,0,,
104,0,105,2024-04-27 20:49:12.384964,0," originally from Congo, went the G League Ignite route, and ended up being the seventh overall pick in 2021. And we've seen improvement. The body control, the explosiveness, and the length, seventh ",00:27:15.000273,00:27:30.000143,SPORTS_BROADCASTING,0,0,,
105,0,106,2024-04-27 20:49:12.400968,0," with wingspan.

And here's the thing. He's in his third year now in the league, he's 21 years old. So that improvement is something that the Warriors have counted on. Coming into the season, we had some comments, you know, about playing time, and over the course ",00:27:30.000144,00:27:45.000544,SPORTS_BROADCASTING,0,0,,
106,0,107,2024-04-27 20:49:12.416503,0," of these last, as you mentioned, 10 games, and increased playing time and usage, there has been increased production.

Warriors in the zone, Thomas misses on a three-ball, and rebounded by Quinones, also a ",00:27:45.000545,00:28:00.000168,SPORTS_BROADCASTING,0,0,,
107,0,108,2024-04-27 20:49:12.432503,0," local connection. Quinones ball fake, teardrop...Kuminga keeps it alive, but it's claimed by Johnson. Up ahead for Thomas, he's one-on-one with Moody. Jab, kick...extra, ",00:28:00.000169,00:28:15.000575,SPORTS_BROADCASTING,0,0,,
108,0,109,2024-04-27 20:49:12.448503,0," Walker...Curry there defensively. O'Neale, king of the ball fake, swing it, overlook for Smith, can't hit the three, Kuminga, skies for the rebound.

And that's playing five out with this lineup. ",00:28:15.000576,00:28:30.000461,SPORTS_BROADCASTING,0,0,,
109,0,110,2024-04-27 20:49:12.464503,0,"

Kuminga all the way for the flush.

Nets players are back, they're just not identifying where the ball is at, picking it up early, point of attack, and... We've been talking about Jonathan Kuminga, ",00:28:30.000462,00:28:45.000190,SPORTS_BROADCASTING,0,0,,
110,0,111,2024-04-27 20:49:12.480503,0," that's exactly what he wants to do. He's a driver, he's a slasher, he can get to the basket, and there has got to be more resistance off of this situation. Take a look at it, Jonathan Kuminga is just clearly looking at the basket, going right at Cam Johnson, a little bit of swiping ",00:28:45.000191,00:29:00.000561,SPORTS_BROADCASTING,0,0,,
111,0,112,2024-04-27 20:49:12.497508,0," by Cam Thomas. But it shouldn't be that easy, coming up the floor. And when it comes to the Warriors, it comes to Kuminga, so much of it is predicated on his ability to get inside, to penetrate. He does have a mid-range game, but ",00:29:00.000562,00:29:15.000024,SPORTS_BROADCASTING,0,0,,
112,0,113,2024-04-27 20:49:12.512860,0," more of it is getting to the front of the cup.

Golden State is only shooting it at 40% from the field, but the Nets are at 31%, 3 of 11 on three-pointers thus far. ",00:29:15.000025,00:29:30.000334,SPORTS_BROADCASTING,0,0,,
113,0,114,2024-04-27 20:49:12.527860,0,"

Oh, from the that's Richie. Thank you, Chef.

Okay. Yeah.

Although, Ritchie isn't a chef. Chris Love in the house.

Yeah, love it.

Grammy Award winner, Academy Award winner... ",00:29:30.000335,00:29:45.000669,SPORTS_BROADCASTING,0,0,,
114,0,115,2024-04-27 20:49:12.544860,0,"

Like the frames.

...Bobby Cannavale, TV, films...

Yeah!

Our friend, and a winner of an Emmy at YES Network, Common.

Oh, I love that. ",00:29:45.000670,00:30:00.000310,SPORTS_BROADCASTING,0,0,,
115,0,116,2024-04-27 20:49:12.560860,0," I get very excited. Common is common at these games, in a wonderful way. There's nothing common about him. But he's a frequent...he's a frequent...

He is.

...visitor here to Barclays Center.

He lives just down the block.

You know where he lives?

Yeah, that kind of ",00:30:00.000311,00:30:15.000095,SPORTS_BROADCASTING,0,0,,
116,0,117,2024-04-27 20:49:12.577859,0," came out weird, didn't it?

Yo, I don't know what's going on, Birdie.

I don't know. But I think it's down the block.

Smith misses on the inside out of the timeout. Kevon Looney is in for the first time for Golden State. ",00:30:15.000096,00:30:30.000316,SPORTS_BROADCASTING,0,0,,
117,0,118,2024-04-27 20:49:12.593896,0," Thompson returns for the Warriors. Oh, nice anticipation. Smith, high flyer. Dennis Smith Jr. with a slam.

Defense to offense set it early. This is a place that you can disrupt. ",00:30:30.000317,00:30:45.000103,SPORTS_BROADCASTING,0,0,,
118,0,119,2024-04-27 20:49:12.610435,0," Find your way to some points by forcing mis-cues from the Warriors.

Six Golden State turnovers, 10 Nets points off of those mistakes. Working around the perimeter. Looney trying to feed the post, and it's out of bounds. ",00:30:45.000104,00:31:00.000266,SPORTS_BROADCASTING,0,0,,
119,0,120,2024-04-27 20:49:12.625434,0," Couldn't get it to Looney.

An excellent job right here. Watch Dennis Smith Jr., he just shoots the gap, picks the pass, other end, cookies. ",00:31:00.000267,00:31:15.000232,SPORTS_BROADCASTING,0,0,,
120,0,121,2024-04-27 20:49:12.641434,0,"

So that's seven Warriors turnovers, and they have only six field goals. Backdoor cut, Bridges, rougher style. 19-14 Brooklyn. ",00:31:15.000233,00:31:30.000434,SPORTS_BROADCASTING,0,0,,
121,0,122,2024-04-27 20:49:12.656434,0," Thompson, there is nobody there, and Klay Thompson gets the easy finish. Nets lead by three, Bridges trying to split defenders, sets up Claxton...and a reach-in foul called ",00:31:30.000435,00:31:45.000152,SPORTS_BROADCASTING,0,0,,
122,0,123,2024-04-27 20:49:12.672435,0," out on the floor.

And you're already seeing it, the Nets are able to shift and move around Looney. Watch right here, Royce O'Neale finds a backdoor cut from Bridges, who finishes on the opposite side. This is a beauty of a finish and a pass, a backdoor cut, the chemistry. ",00:31:45.000153,00:32:00.000318,SPORTS_BROADCASTING,0,0,,
123,0,124,2024-04-27 20:49:12.689434,0," Five out for Brooklyn, where they had been very productive in front of those sets.

Walker hoists, left to rim. We approach two minutes to play in this first quarter. ",00:32:00.000319,00:32:15.000159,SPORTS_BROADCASTING,0,0,,
124,0,125,2024-04-27 20:49:12.704473,0," Johnson is picked up by Claxton on the outside. Podziemski gets the step, Smith jars it loose, and another steal. Smith right down the middle, lob, and slam. Chef's kiss! Smith to Claxton ",00:32:15.000160,00:32:30.000316,SPORTS_BROADCASTING,0,0,,
125,0,126,2024-04-27 20:49:12.719785,0," on the rack attack. Ricochet from Claxton, and touched it last, out of bounds.

Quickness, toughness and ",00:32:30.000317,00:32:45.000516,SPORTS_BROADCASTING,0,0,,
126,0,127,2024-04-27 20:49:12.735804,0," just ripping that ball, Dennis Smith Jr. going to make it look pretty at the end, the lob to Claxton for the two-hander to close things out.

Podziemski one-on-one, spin, Claxton holds his ground. Podziemski is clever. ",00:32:45.000517,00:33:00.000020,SPORTS_BROADCASTING,0,0,,
127,0,128,2024-04-27 20:49:12.750784,0," 21 - 18, Nets. Walker using his speed. The ball get stopped, and retrieved by Smith. A minute-and-a-half to play in the first. Smith needs some help, ",00:33:00.000021,00:33:15.000261,SPORTS_BROADCASTING,0,0,,
128,0,129,2024-04-27 20:49:12.765785,0," came to shoot. Walker for O'Neale. Shot clock is down to three, O'Neale...Oh! A three-point wedgie! You rarely get the downtown ",00:33:15.000262,00:33:30.000053,SPORTS_BROADCASTING,0,0,,
129,0,130,2024-04-27 20:49:12.781785,0," wedgie. Wilson is stuck.

Birdie, I'm going to let you take this, because you get so much joy out of it.

That's nearly ",00:33:30.000054,00:33:45.000152,SPORTS_BROADCASTING,0,0,,
130,0,131,2024-04-27 20:49:12.796818,0," impossible to do. Look at it, majestic.

You know, I'm not sure if Royce O'Neale would call it majestic. Or any shooter, for that matter. But we love your ",00:33:45.000153,00:34:00.000261,SPORTS_BROADCASTING,0,0,,
131,0,132,2024-04-27 20:49:12.814025,0," love.

But the Nets control the tip, so no harm, no wedgie. Johnson had it blocked. Claxton plugs it in.

And it ends well for all of us.

And ",00:34:00.000262,00:34:15.000481,SPORTS_BROADCASTING,0,0,,
132,0,133,2024-04-27 20:49:12.830025,0," Royce. Now it's just a footnote in history. Under a minute to go in the first. Podziemski...jumper is short, and guarded by Quinones. ",00:34:15.000482,00:34:30.000050,SPORTS_BROADCASTING,0,0,,
133,0,134,2024-04-27 20:49:12.846025,0," Back out to Moody, who's been dealing with a calf issue. Moody off now, that's delivery. Nicely done by Moses Moody. Another young guy in his third year, he's played one season ",00:34:30.000051,00:34:45.000065,SPORTS_BROADCASTING,0,0,,
134,0,135,2024-04-27 20:49:12.863025,0," at Arkansas.

And that had been the question, Mark, coming into the season for the Warriors, about Moody, about Kuminga, what jump could they take?

Johnson, ball fake...missed it on a three-ball. ",00:34:45.000066,00:35:00.000419,SPORTS_BROADCASTING,0,0,,
135,0,136,2024-04-27 20:49:12.878024,0," Four-second difference, shot clock to game clock. Podziemski surveys, Smith has already come up with two steals. The timer is down to eight, Looney swing, Thompson... ",00:35:00.000420,00:35:15.000294,SPORTS_BROADCASTING,0,0,,
136,0,137,2024-04-27 20:49:12.893025,0," The drive, the stop, put it upstairs. Not sure who that was for. And now Bridges has three seconds, two seconds, give it up, O'Neale at the horn...off the rim, and that's how the quarter ends. ",00:35:15.000295,00:35:30.000286,SPORTS_BROADCASTING,0,0,,
137,0,138,2024-04-27 20:49:12.909117,0,"

Nets lead by three after one.

Shout out to formerly the starters, no dunks crew, and to Ian Eagle himself. The bird loves wedgies. A good start to this night here at Barclays. ",00:35:30.000287,00:35:45.000332,SPORTS_BROADCASTING,0,0,,
138,0,139,2024-04-27 20:49:12.925118,0,"

Can't be a pop star? Mmm, doubt it.

Chauncey!

This is rough, but it's also finished.

I know what you want to do. Yeah, don't touch... Please don't touch that. ",00:35:45.000333,00:36:00.000149,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,00:35:47.000000,1
139,0,140,2024-04-27 20:49:12.941118,0,"

Get ready, America.

Good morning, with Dulcolax.

Good, good, good morning. Yeah.

Try Dulcolax Chewy Fruit Bites for fast and gentle constipation relief in as little as 30 minutes. Making ",00:36:00.000150,00:36:15.000716,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
140,0,141,2024-04-27 20:49:12.956117,0," your good morning even better with Dulcolax.

Oh, brother.

Which brother?

The older brother, duh.

You're only older by a minute.

Best a minute of my life.

Guys, guys, break it up. ",00:36:15.000717,00:36:30.000079,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
141,0,142,2024-04-27 20:49:12.972117,0," Break it up.

Our son just needs car insurance.

Like a good neighbor, State Farm is there.

Your State Farm agent can help you choose the right coverage.

He's a bully.

Mine.

Got it, got it...

I said it was my ball.

Guys...break it up, break it up. ",00:36:30.000080,00:36:45.000194,COMMERCIAL,2,1,,
142,0,143,2024-04-27 20:49:12.988119,0,"

Like a good neighbor, State Farm is there.

",00:36:45.000195,00:36:47.000660,COMMERCIAL,2,1,,
143,0,144,2024-04-27 20:49:13.003166,0,"

",00:36:47.000661,00:37:04.000375,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
